"INSTNM","CITY","STABBR","NUMBRANCH","LATITUDE","LONGITUDE","ADM_RATE","PCIP40","PCIP41","PCIP44","PCIP45","UGDS","PPTUG_EF","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","C150_4","PCTFLOAN","UG25ABV","GRADS","STUFACR","CONTROL_PEPS"
"Farmingdale State College","Farmingdale","NY",1,40.754224,-73.42832,0.6912,0,0,0,0.0109,9117,0.1736,17146,8576,18486,4881,10286,9211,0.3492,0.5706,0.2307,0.1466,33,18,"Public"
"SUNY Morrisville","Morrisville","NY",1,42.893962,-75.640583,0.9123,0,0,0.0068,0,1860,0.093,26031,8769,19189,5109,20385,7029,0.6316,0.319,0.6816,0.101,10,13,"Public"
"University at Albany","Albany","NY",1,42.685489,-73.824662,0.6987,0.0161,0,0.0171,0.1607,12100,0.0454,28490,10408,28998,6825,14844,10933,0.5867,0.6389,0.5236,0.0517,4690,17,"Public"
"Binghamton University","Vestal","NY",1,42.087868,-75.966889,0.3773,0.0246,0,0.007,0.1276,14401,0.0219,29657,10363,29453,9275,13123,10739,0.7562,0.8365,0.4094,0.017,4047,18,"Public"
"University at Buffalo","Buffalo","NY",1,43.000942,-78.789458,0.693,0.0201,0,0,0.1071,20284,0.0681,29043,10782,30572,10298,16638,11923,0.6881,0.7341,0.4091,0.0523,11426,11,"Public"
"Stony Brook University","Stony Brook","NY",1,40.91476,-73.12046,0.4901,0.03,0,0.0157,0.0856,17420,0.0592,29174,10560,30350,10267,20244,13838,0.6177,0.7785,0.3635,0.055,8316,19,"Public"
"SUNY College of Environmental Science and Forestry","Syracuse","NY",1,43.034765,-76.138724,0.8294,0.0168,0,0,0,1725,0.0493,27958,9206,21036,8880,24708,9564,0.7174,0.6994,0.4238,0.055,391,14,"Public"
"SUNY Polytechnic Institute","Utica","NY",1,43.137701,-75.229841,0.7844,0,0,0,0.0117,1773,0.0835,23018,8578,20228,6631,15154,9405,0.4776,0.5918,0.4057,0.1597,800,14,"Public"
"SUNY Brockport","Brockport","NY",1,43.211926,-77.947188,0.7129,0.0112,0,0.0342,0.0384,5381,0.1011,25635,8678,15748,5937,13628,8290,0.5942,0.5664,0.6096,0.1293,1502,16,"Public"
"SUNY Buffalo State University","Buffalo","NY",1,42.933832,-78.882125,0.7587,0.0058,0,0.0463,0.0702,5358,0.0909,23171,8486,18906,4664,15590,8749,0.5472,0.3604,0.5293,0.1271,898,13,"Public"
"State University of New York at Cortland","Cortland","NY",1,42.598022,-76.188655,0.5071,0.0035,0,0.0056,0.0922,5896,0.021,26413,8815,18725,6151,10895,7301,0.5633,0.6825,0.602,0.0229,875,15,"Public"
"SUNY at Fredonia","Fredonia","NY",1,42.452236,-79.337375,0.792,0.0238,0,0.0203,0.0215,2860,0.0269,25331,8771,19191,5082,15342,7939,0.5669,0.5348,0.6606,0.0337,343,11,"Public"
"SUNY College at Geneseo","Geneseo","NY",1,42.796645,-77.821894,0.6353,0.0448,0,0,0.1611,3855,0.0368,26461,8966,19206,5141,13966,8512,0.6185,0.7209,0.4911,0.0147,60,15,"Public"
"State University of New York at New Paltz","New Paltz","NY",1,41.740936,-74.082188,0.587,0.0159,0,0,0.1028,6022,0.0761,27034,8524,18434,6664,12964,8063,0.4841,0.6888,0.4502,0.0696,916,16,"Public"
"SUNY Oneonta","Oneonta","NY",1,42.468861,-75.063632,0.7015,0.0138,0,0,0.0497,4820,0.0131,27258,8812,19232,5400,12021,7658,0.6,0.7024,0.56,0.0186,610,14,"Public"
"State University of New York at Oswego","Oswego","NY",1,43.454287,-76.540798,0.8039,0.0356,0,0,0.0261,5618,0.0559,27155,8769,18679,5885,13116,7834,0.6643,0.6037,0.5333,0.0759,1104,14,"Public"
"SUNY College at Potsdam","Potsdam","NY",1,44.662148,-74.973815,0.8548,0.0275,0,0,0.0569,1951,0.0354,24489,8712,18622,5613,18972,7022,0.6821,0.4788,0.6427,0.0615,540,10,"Public"
"SUNY at Purchase College","Purchase","NY",1,41.047223,-73.701955,0.7283,0.0026,0,0,0.0606,3110,0.064,28541,8953,18863,6302,18847,7974,0.409,0.6156,0.4425,0.0622,64,11,"Public"
"SUNY Old Westbury","Old Westbury","NY",1,40.799021,-73.571907,0.8458,0.0032,0,0,0.1401,3945,0.1298,19934,8379,18289,4864,12702,10050,0.4223,0.4659,0.2966,0.1738,409,17,"Public"
"SUNY College at Plattsburgh","Plattsburgh","NY",1,44.69293,-73.466536,0.7518,0.0131,0,0.0273,0.0251,3789,0.1056,27415,8881,18791,6068,13107,7909,0.6038,0.5884,0.5719,0.1333,561,15,"Public"
"SUNY Maritime College","Throggs Neck","NY",1,40.807217,-73.795309,0.7851,0,0,0,0,1242,0.0604,28880,8540,18450,10044,16956,8525,0.7018,0.7485,0.4069,0.0547,107,14,"Public"
"Syracuse University","Syracuse","NY",1,43.036644,-76.133989,0.4169,0.0106,0,0.0275,0.1256,15245,0.0337,80396,63061,63061,32747,20258,12872,0.6697,0.8135,0.3436,0.0338,7209,15,"Private Nonprofit"
"Touro University","New York","NY",1,40.757267,-73.980813,0.6301,0,0,0.0346,0.0318,4004,0.269,37824,21810,21810,26923,15457,9587,0.4038,0.6496,0.2652,0.3307,6855,10,"Private Nonprofit"
"United States Merchant Marine Academy","Kings Point","NY",1,40.81357,-73.763004,0.3247,0,0,0,0,947,0,9547,945,945,0,13292,11060,0.7808,0.8061,0.0655,0.0032,14,13,"Public"
"Utica University","Utica","NY",1,43.096213,-75.272916,0.8719,0.0106,0,0,0.008,2477,0.0945,36845,24308,24308,13724,10232,8816,0.4605,0.5547,0.6628,0.1795,1153,14,"Private Nonprofit"
"School of Visual Arts","New York","NY",1,40.738809,-73.982359,0.9132,0,0,0,0,3432,0.0137,75016,49140,49140,42897,15983,3938,0.1582,0.7493,0.2468,0.0604,574,8,"Proprietary"
"Wagner College","Staten Island","NY",1,40.615588,-74.092913,0.8346,0.0105,0,0,0.05,1579,0.0247,63007,52000,52000,24513,12532,7478,1,0.6814,0.5535,0.0515,340,16,"Private Nonprofit"
"Yeshiva Derech Chaim","Brooklyn","NY",1,40.636889,-73.979757,0.7021,0,0,0,0,119,0.0336,21071,12700,12700,6062,12943,6796,0.6,0.1818,0,0.0672,33,11,"Private Nonprofit"
"Yeshiva University","New York","NY",1,40.850605,-73.929873,0.6375,0.0047,0,0,0.0453,2942,0.0068,69117,49900,49900,24595,19364,13307,0.9972,0.8367,0.1762,0.0039,3735,7,"Private Nonprofit"
"Appalachian State University","Boone","NC",1,36.215536,-81.680583,0.8864,0.0222,0,0.0254,0.0533,19304,0.0635,22654,7541,24537,7113,8519,8995,0.775,0.7311,0.3756,0.0584,1848,16,"Public"
"Barton College","Wilson","NC",1,35.734376,-77.913867,0.9587,0.0127,0,0.0551,0.0085,1020,0.0412,48055,35600,35600,14604,7823,6679,0.9655,0.5152,0.6537,0.1883,96,14,"Private Nonprofit"
"Belmont Abbey College","Belmont","NC",1,35.260651,-81.041315,0.9038,0,0,0,0.0414,1454,0.0358,32494,19500,19500,10409,7350,6584,0.6184,0.4637,0.4746,0.0626,101,12,"Private Nonprofit"
"Brevard College","Brevard","NC",1,35.236763,-82.729494,0.395,0.0061,0,0,0,760,0.0171,45413,31250,31250,12029,6809,5869,1,0.3902,0.7048,0.0432,23,11,"Private Nonprofit"
"Cabarrus College of Health Sciences","Concord","NC",1,35.440038,-80.600824,0.4921,0,0,0,0,602,0.5399,24764,16070,16070,14292,13466,8202,0.4795,0.4545,0.8714,0.5083,92,8,"Private Nonprofit"
"Campbell University","Buies Creek","NC",1,35.409149,-78.738238,0.9429,0.0066,0.054,0.0105,0.0184,2790,0.1527,58752,40410,40410,19285,14093,9252,0.4841,0.5586,0.3902,0.2296,2302,13,"Private Nonprofit"
"Catawba College","Salisbury","NC",1,35.691443,-80.482751,0.777,0.008,0,0,0.0522,1127,0.0515,47866,33400,33400,23728,11956,7974,0.8148,0.5211,0.5983,0.1041,88,12,"Private Nonprofit"
"Chowan University","Murfreesboro","NC",1,36.436258,-77.099141,0.7237,0,0,0,0.0129,638,0.0423,37837,27110,27110,8346,7547,7280,1,0.2852,0.57,0.0517,70,15,"Private Nonprofit"
"Duke University","Durham","NC",1,36.001135,-78.937624,0.0678,0.018,0,0.0563,0.1407,6417,0.0041,82749,65805,65805,36314,79300,18621,0.9405,0.9583,0.1631,0.0031,10624,6,"Private Nonprofit"
"East Carolina University","Greenville","NC",1,35.607186,-77.368291,0.9006,0.0131,0,0.0145,0.0375,19857,0.1327,23689,7361,23638,7919,13404,9305,0.7677,0.6214,0.4042,0.1638,5457,17,"Public"
"Elizabeth City State University","Elizabeth City","NC",1,36.277978,-76.214041,0.7049,0.0055,0,0.0546,0,1863,0.0993,18837,3412,7412,3104,9687,8349,0.7324,0.4809,0.5332,0.2158,117,17,"Public"
"Elon University","Elon","NC",1,36.104148,-79.50344,0.6731,0.0027,0,0.0136,0.0816,6402,0.0241,59369,44536,44536,33388,19056,10112,0.8119,0.8296,0.2449,0.0067,805,11,"Private Nonprofit"
"Fayetteville State University","Fayetteville","NC",1,35.073641,-78.891696,0.7989,0.0037,0,0.038,0.0621,5493,0.2612,16098,3969,7969,2460,8510,8899,0.7715,0.352,0.4589,0.3831,1002,19,"Public"
"Gardner-Webb University","Boiling Springs","NC",1,35.24732,-81.668141,0.8702,0.0114,0,0,0.0205,1836,0.1422,48813,33450,33450,13001,9515,6741,0.9922,0.6168,0.5491,0.2495,1285,11,"Private Nonprofit"
"Greensboro College","Greensboro","NC",1,36.071082,-79.800232,0.9205,0,0,0,0.0172,656,0.029,34729,20400,20400,10962,10399,6115,1,0.4081,0.6685,0.1496,89,10,"Private Nonprofit"
"Guilford College","Greensboro","NC",1,36.094233,-79.887737,0.8376,0.0045,0,0.0313,0.0536,1011,0.0198,55495,41140,41140,11715,9574,6999,0.5672,0.4766,0.5412,0.0603,48,12,"Private Nonprofit"
"High Point University","High Point","NC",1,35.972035,-79.994675,0.7683,0.0141,0,0,0.0358,4970,0.0054,61582,44208,44208,25573,11386,8579,0.9974,0.7,0.3604,0.0088,1046,17,"Private Nonprofit"
"Johnson C Smith University","Charlotte","NC",1,35.243033,-80.857251,0.4287,0.0056,0,0.0556,0.1111,1047,0.0392,34228,20480,20480,12530,10208,7307,0.5563,0.3414,0.7348,0.1484,44,11,"Private Nonprofit"
"Lees-McRae College","Banner Elk","NC",1,36.162477,-81.873371,0.8075,0,0,0.1706,0,817,0.0269,45886,31140,31140,8826,7637,5630,0.521,0.4423,0.8655,0.1296,21,10,"Private Nonprofit"
"Lenoir-Rhyne University","Hickory","NC",1,35.739968,-81.327598,0.8068,0.0329,0,0.0359,0.0359,1348,0.0364,57649,30900,30900,14362,10810,7762,1,0.5105,0.5572,0.0575,753,15,"Private Nonprofit"
"Livingstone College","Salisbury","NC",1,35.670877,-80.483956,0.7409,0,0,0.0517,0.0345,798,0.0038,28227,18296,18296,11464,9578,5885,0.8056,0.2712,0.8369,0.0613,15,13,"Private Nonprofit"
"Mars Hill University","Mars Hill","NC",1,35.82752,-82.551827,0.7789,0.0311,0,0.114,0.0311,995,0.0472,48794,37270,37270,10928,16897,5885,1,0.4193,0.6318,0.0888,47,10,"Private Nonprofit"
"Meredith College","Raleigh","NC",1,35.799351,-78.689995,0.7466,0.0093,0,0.0342,0.0652,1288,0.0357,55557,43936,43936,20364,16214,7707,1,0.6497,0.5485,0.042,267,10,"Private Nonprofit"
"Methodist University","Fayetteville","NC",1,35.135058,-78.874426,0.752,0.0158,0,0.0158,0.0237,1425,0.0575,53585,39664,39664,18653,11450,7731,0.4464,0.4015,0.5801,0.1852,332,9,"Private Nonprofit"
"Montreat College","Montreat","NC",1,35.646577,-82.2976,0.6555,0,0,0.013,0,750,0.1027,45829,33860,33860,11724,7737,6316,0.3642,0.4057,0.6744,0.1515,173,12,"Private Nonprofit"
"University of Mount Olive","Mount Olive","NC",1,35.208166,-78.069388,0.7775,0,0,0.0331,0,1754,0.2942,35362,25950,25950,11539,4280,7456,1,0.4746,0.667,0.4517,191,19,"Private Nonprofit"
"North Carolina A & T State University","Greensboro","NC",1,36.07282,-79.773375,0.4617,0.0117,0,0.0219,0.0327,11925,0.0793,19180,6748,20408,7258,8049,9611,0.5945,0.5527,0.5726,0.0738,1669,20,"Public"
"University of North Carolina Asheville","Asheville","NC",1,35.617068,-82.565392,0.9389,0.0525,0,0,0.1019,2790,0.1,21061,7461,24809,6319,12970,8881,0.7619,0.5495,0.3902,0.1634,18,11,"Public"
"University of North Carolina at Chapel Hill","Chapel Hill","NC",1,35.911769,-79.050969,0.1874,0.0279,0,0.0178,0.1268,20556,0.035,25181,8989,39330,16201,32132,14471,0.7772,0.9207,0.183,0.021,11553,15,"Public"
"University of North Carolina at Charlotte","Charlotte","NC",1,35.306022,-80.730919,0.8021,0.024,0,0.0128,0.0519,23567,0.1202,22034,7214,21876,8979,10513,11366,0.712,0.6771,0.4112,0.095,6317,21,"Public"
"University of North Carolina at Greensboro","Greensboro","NC",1,36.068236,-79.809414,0.8983,0.0048,0,0.0274,0.0588,13848,0.1594,19628,7593,23339,5919,10109,9441,0.7659,0.579,0.4459,0.1772,3587,17,"Public"
"North Carolina Central University","Durham","NC",1,35.974237,-78.898602,0.9049,0.0072,0,0.0484,0.1586,5400,0.1137,25618,6542,19578,8361,14547,9398,0.7042,0.4597,0.6338,0.1482,1992,16,"Public"
"University of North Carolina School of the Arts","Winston Salem","NC",1,36.076183,-80.235672,0.331,0,0,0,0,902,0.0133,25553,9477,27211,15916,24878,8636,0.7143,0.7919,0.4663,0.0322,172,6,"Public"
"North Carolina State University at Raleigh","Raleigh","NC",1,35.785111,-78.674517,0.3985,0.0166,0.0015,0.007,0.0491,26389,0.063,25613,8895,31767,11433,17509,12434,0.8723,0.8464,0.3399,0.0452,10000,15,"Public"
"North Carolina Wesleyan University","Rocky Mount","NC",1,36.019665,-77.773982,0.7795,0,0,0,0.0173,1169,0.1146,48263,35536,35536,10268,6454,6554,0.3841,0.4043,0.6301,0.3234,133,13,"Private Nonprofit"
"University of North Carolina Wilmington","Wilmington","NC",1,34.225223,-77.875527,0.7401,0.0136,0,0.0216,0.0562,14176,0.1363,25913,7317,22985,8138,10355,9702,0.7113,0.7073,0.361,0.1479,3493,17,"Public"
"University of North Carolina at Pembroke","Pembroke","NC",1,34.688313,-79.200347,0.9236,0.0155,0,0.0369,0.1122,5386,0.2596,16854,3571,7571,3245,7500,8457,0.7235,0.4452,0.4258,0.3325,2145,14,"Public"
"Pfeiffer University","Misenheimer","NC",1,35.484696,-80.283168,0.953,0,0,0.0645,0,654,0.0459,46700,33930,33930,13362,12221,7409,0.4397,0.426,0.7745,0.0566,300,14,"Private Nonprofit"
"Queens University of Charlotte","Charlotte","NC",1,35.189051,-80.833509,0.6768,0.0131,0,0.0341,0.0289,1362,0.0294,56944,43285,43285,15665,10641,8598,0.4642,0.6588,0.445,0.0699,473,9,"Private Nonprofit"
"Saint Augustine's University","Raleigh","NC",1,35.785468,-78.621301,0.5873,0,0,0,0.07,766,0.0744,30324,16896,16896,802,7433,6240,0.5042,0.3323,0.6304,0.1172,13,11,"Private Nonprofit"
"Salem College","Winston-Salem","NC",1,36.086271,-80.241297,0.8703,0.0122,0,0,0.0366,390,0.1128,47947,32236,32236,11250,13091,6777,0.4316,0.5625,0.4959,0.1399,83,7,"Private Nonprofit"
"Shaw University","Raleigh","NC",1,35.771181,-78.637693,0.3048,0,0,0.087,0.0815,839,0.1013,29659,17176,17176,9275,7396,5125,0.4773,0.2025,0.5844,0.1412,119,11,"Private Nonprofit"
"Southeastern Baptist Theological Seminary","Wake Forest","NC",3,35.981858,-78.513755,0.7661,0,0,0,0,466,0.397,20909,10646,10646,7296,5500,7978,0.5,0.4643,0,0.2625,2168,11,"Private Nonprofit"
"Wake Forest University","Winston-Salem","NC",1,36.133609,-80.277446,0.2156,0.021,0,0,0.1776,5471,0.0106,82818,64758,64758,39171,32774,12368,0.7563,0.9087,0.1458,0.002,3650,9,"Private Nonprofit"
"Warren Wilson College","Swannanoa","NC",1,35.610328,-82.442619,0.7762,0.0172,0,0.0948,0.0345,720,0.0042,53576,40290,40290,12285,12478,6229,0.6495,0.4315,0.5643,0.0674,55,11,"Private Nonprofit"
"Wingate University","Wingate","NC",1,34.986064,-80.44305,0.8499,0.016,0,0.064,0.012,2462,0.0154,57780,40196,40196,12696,9406,8046,1,0.4678,0.5394,0.0446,858,15,"Private Nonprofit"
"Winston-Salem State University","Winston-Salem","NC",1,36.089554,-80.225033,0.6855,0.0055,0,0.0514,0.046,4244,0.1124,22345,6735,17391,6232,9612,9164,0.6514,0.4855,0.6231,0.127,516,16,"Public"
"Western Carolina University","Cullowhee","NC",1,35.308979,-83.186258,0.8666,0.0193,0,0.0607,0.0298,9867,0.1728,19057,4532,8532,4092,8463,8722,0.7463,0.5908,0.4364,0.2048,1619,16,"Public"
"Dickinson State University","Dickinson","ND",1,46.882917,-102.799679,0.6005,0.0035,0,0,0.0069,1108,0.1462,20155,9118,11218,6271,10794,7359,0.4,0.4339,0.3933,0.1466,61,13,"Public"
"University of Jamestown","Jamestown","ND",1,46.914302,-98.698416,0.9351,0.006,0,0,0.018,947,0.0517,36960,24820,24820,9339,9653,7019,1,0.4402,0.635,0.0467,251,9,"Private Nonprofit"
"University of Mary","Bismarck","ND",1,46.723767,-100.75274,0.7825,0.0039,0,0.0296,0.0099,2280,0.1268,32879,21468,21468,17694,8549,8399,0.6161,0.6819,0.4545,0.123,1144,10,"Private Nonprofit"
"Minot State University","Minot","ND",1,48.246961,-101.29861,0.7221,0.02,0,0.1018,0,2072,0.1704,18141,8634,8634,6749,8729,7909,0.613,0.4776,0.3715,0.2138,267,11,"Public"
"University of North Dakota","Grand Forks","ND",1,47.921654,-97.071738,0.7709,0.0091,0,0.0345,0.0309,9296,0.2403,24580,10951,15570,16269,17940,9835,0.9165,0.6333,0.4247,0.2117,3956,17,"Public"
"North Dakota State University-Main Campus","Fargo","ND",1,46.893127,-96.800838,0.9581,0.0059,0,0,0.0177,9567,0.0837,23391,10857,15511,11134,11717,10337,0.9733,0.6372,0.5279,0.0578,2161,18,"Public"
"Trinity Bible College and Graduate School","Ellendale","ND",1,46.001037,-98.517906,0.3622,0,0,0,0,138,0.1594,29953,18762,18762,11066,8495,4636,1,0.3878,0.7464,0.1319,100,9,"Private Nonprofit"
"Valley City State University","Valley City","ND",1,46.918517,-98.00389,0.6931,0,0,0.0162,0,918,0.2004,20713,8514,13478,5841,13669,6680,0.4717,0.4813,0.3366,0.1628,126,12,"Public"
"University of Akron Main Campus","Akron","OH",2,41.075923,-81.511167,0.7091,0.0083,0,0.0208,0.0221,10011,0.1635,24555,12799,17239,8626,9331,10013,0.3931,0.4818,0.3503,0.1071,2066,16,"Public"
"Art Academy of Cincinnati","Cincinnati","OH",1,39.108805,-84.513913,0.3314,0,0,0,0,254,0.0354,48176,40250,40250,19991,3396,5573,0.2444,0.4444,0.7204,0.0863,4,11,"Private Nonprofit"
"Ashland University","Ashland","OH",1,40.861755,-82.321061,0.8057,0.0015,0,0.0146,0.0205,2250,0.1618,40519,28910,28910,18200,12180,7441,0.3697,0.6059,0.4616,0.2405,1020,15,"Private Nonprofit"
"Baldwin Wallace University","Berea","OH",1,41.373017,-81.851145,0.7685,0.0174,0,0.0016,0.0285,2775,0.0317,54200,37938,37938,15381,16054,8511,0.5067,0.6861,0.7923,0.047,499,9,"Private Nonprofit"
"Bluffton University","Bluffton","OH",1,40.895606,-83.899439,0.6116,0.0063,0,0.0818,0.0126,595,0.0202,50579,36298,36298,9596,9788,4096,0.5366,0.4952,0.756,0.0266,76,10,"Private Nonprofit"
"Bowling Green State University-Main Campus","Bowling Green","OH",2,41.375513,-83.640896,0.8061,0.0211,0,0.0218,0.0166,12255,0.0591,29238,14081,22070,10573,11393,10259,0.7027,0.6277,0.4875,0.0602,3013,17,"Public"
"Capital University","Columbus","OH",1,39.954875,-82.937867,0.7317,0.0039,0,0.037,0.0778,1709,0.0263,54086,41788,41788,16004,11912,8529,0.4506,0.6554,0.7219,0.0658,641,10,"Private Nonprofit"
"Case Western Reserve University","Cleveland","OH",1,41.507419,-81.609596,0.2868,0.0426,0,0,0.0742,6108,0.0065,81533,64671,64671,28807,33873,13370,0.7619,0.8695,0.4884,0.0123,6080,9,"Private Nonprofit"
"Cedarville University","Cedarville","OH",1,39.749237,-83.814692,0.6282,0.0141,0,0.0236,0.013,3815,0.0134,46994,36078,36078,17350,9856,8526,0.5878,0.7431,0.3733,0.0065,458,15,"Private Nonprofit"
"Central State University","Wilberforce","OH",1,39.715787,-83.880186,0.46,0.0048,0,0.0258,0.0048,3412,0.2943,22435,7824,9824,2931,3090,7575,1,0.2557,0.2878,0.4867,25,17,"Public"
"University of Cincinnati-Main Campus","Cincinnati","OH",3,39.131159,-84.51428,0.8767,0.011,0,0.0128,0.0281,29094,0.1035,28783,13570,30582,12658,12389,11190,0.5817,0.7155,0.3884,0.0884,12154,19,"Public"
"Ohio Christian University","Circleville","OH",1,39.613155,-82.904885,0.399,0,0,0.1295,0.0072,816,0.3309,33472,23700,23700,12491,5319,2900,1,0.3571,0.4461,0.2896,143,11,"Private Nonprofit"
"Cleveland Institute of Music","Cleveland","OH",1,41.512444,-81.608878,0.3818,0,0,0,0,193,0,58843,42500,42500,21902,31604,7246,0.422,0.6852,0.3668,0.0052,156,6,"Private Nonprofit"
"Cleveland State University","Cleveland","OH",1,41.502281,-81.674355,0.9548,0.0091,4e-04,0.0296,0.0761,9077,0.1757,26310,12613,17973,12358,13064,10200,0.5271,0.4891,0.469,0.1867,4654,16,"Public"
"Columbus College of Art & Design","Columbus","OH",1,39.966074,-82.989479,0.7174,0,0,0,0,891,0.0224,52581,39650,39650,20635,12435,5742,0.3448,0.6133,0.6862,0.0683,25,9,"Private Nonprofit"
"University of Dayton","Dayton","OH",1,39.739547,-84.176113,0.6165,0.0076,0,0,0.0325,8099,0.0268,64310,47600,47600,15481,12851,9481,0.6941,0.8152,0.4232,0.0153,3128,15,"Private Nonprofit"
"Defiance College","Defiance","OH",1,41.296842,-84.357075,0.4243,0,0,0.0345,0,454,0.0595,49447,38778,38778,11611,10188,6720,0.5821,0.3667,0.7766,0.0453,47,10,"Private Nonprofit"
"The University of Findlay","Findlay","OH",1,41.053344,-83.652313,0.8633,0.0048,0,0.0191,0.0024,2240,0.0277,52096,39646,39646,15324,10913,7586,0.5704,0.6263,0.3318,0.0255,1103,13,"Private Nonprofit"
"Gods Bible School and College","Cincinnati","OH",1,39.1153,-84.505703,0.6403,0,0,0,0,285,0.3684,16574,7696,7696,4930,11170,1125,0.3333,0.5,0.0597,0.2614,26,9,"Private Nonprofit"
"Heidelberg University","Tiffin","OH",1,41.114833,-83.168387,0.6773,0,0,0,0.1126,884,0.0068,46640,33628,33628,11781,8546,6742,0.5253,0.4984,0.8189,0.0088,154,15,"Private Nonprofit"
"Hiram College","Hiram","OH",1,41.3107,-81.143981,0.9339,0.006,0,0,0.0719,731,0.0451,38952,26265,26265,10363,12261,6771,1,0.5914,0.5459,0.0336,28,10,"Private Nonprofit"
"John Carroll University","University Heights","OH",1,41.490259,-81.531224,0.811,0.0276,0,0,0.0942,2228,0.0184,62943,49100,49100,18494,15060,10180,1,0.7649,0.5685,0.0127,486,13,"Private Nonprofit"
"Kent State University at Kent","Kent","OH",8,41.146653,-81.342533,0.8665,0.0112,0,0,0.0271,19134,0.1337,29345,12846,22316,10729,10282,10310,0.5761,0.6545,0.499,0.0804,5621,21,"Public"
"Kettering College","Kettering","OH",2,39.695052,-84.192006,0.8286,0,0,0,0,543,0.3315,26365,15672,15672,13967,9822,7826,0.6465,0.65,0.462,0.277,173,9,"Private Nonprofit"
"Lake Erie College","Painesville","OH",1,41.717841,-81.251817,0.6412,0.0085,0,0,0.0254,678,0.0103,48278,36032,36032,11261,7412,5560,0.5321,0.4194,0.5759,0.0847,198,12,"Private Nonprofit"
"Lourdes University","Sylvania","OH",1,41.710009,-83.706108,0.741,0,0,0.0341,0,668,0.1138,42796,28930,28930,13275,9616,6001,1,0.381,0.5984,0.2201,187,13,"Private Nonprofit"
"Malone University","Canton","OH",1,40.825662,-81.376863,0.7558,0.0048,0,0.0865,0.0048,777,0.0618,48017,36120,36120,12504,8784,6890,0.3724,0.5134,0.623,0.0567,218,12,"Private Nonprofit"
"Marietta College","Marietta","OH",1,39.41668,-81.450045,0.7862,0.0299,0,0,0.0597,1035,0.0164,52360,38974,38974,12502,17818,7695,0.9903,0.5809,0.6114,0.0258,86,9,"Private Nonprofit"
"Mercy College of Ohio","Toledo","OH",1,41.658319,-83.552538,0.4276,0,0,0,0,982,0.7322,26491,18950,18950,16478,9914,7168,0.3295,0.4464,0.6893,0.6266,151,7,"Private Nonprofit"
